State,Award Fiscal Year,Grant No,Grantee,Project Number,Title,State Wide Project,Primary Functional Category,Category Of Pollution,TMDL,Total 319h Funds,Has Pollutant Data,Current Status,Project Start,Project End
FL,2018,99451518,FL DEPT OF ENVIRONMENTAL PROTECTION,2,Green Industries BMP Training for Professional Landscapers to Reduce Non-point Source Pollution,Yes,"Education/Information
",Turf Management; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$311,243 ",No,Completed,Will start on 10/01/2017,Will be Completed On 09/30/2022
FL,2018,99451518,FL DEPT OF ENVIRONMENTAL PROTECTION,3,Bioassessment Development and Quality Assurance,No,"Water Quality Assessment/Monitoring
",,NOT APPLICABLE (NA),"$207,061 ",No,On Schedule,Will start on 10/01/2017,Will be Completed On 09/30/2022
FL,2018,99451518,FL DEPT OF ENVIRONMENTAL PROTECTION,4,El Jobean Sewer Expansion Project,No,"BMP Design
Education/Information
",Land Disposal/Storage/Treatment,Developing a TMDL,"$450,777 ",No,On Schedule,Will start on 10/01/2017,Will be Completed On 09/30/2022
FL,2018,99451518,FL DEPT OF ENVIRONMENTAL PROTECTION,5,Bioswale basis of design,No,"BMP Design
",Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$100,000 ",No,On Schedule,Will start on 10/01/2017,Will be Completed On 09/30/2022
FL,2018,99451518,FL DEPT OF ENVIRONMENTAL PROTECTION,7,FDEP Education Project,Yes,"Education/Information
",Land Disposal/Storage/Treatment; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$596,907 ",No,On Schedule,Will start on 10/01/2017,Will be Completed On 09/30/2022
FL,2018,99451518,FL DEPT OF ENVIRONMENTAL PROTECTION,8,Cultivating Flooded Rice as a Treatment Technology to Reduce Nutrients from Agricultural Drainage ,No,"BMP Implementation
",Agriculture,Implementing a TMDL,"$211,502 ",No,On Schedule,Will start on 10/01/2017,Will be Completed On 09/30/2022
FL,2018,99451518,FL DEPT OF ENVIRONMENTAL PROTECTION,9,McCarty Ranch Water Farming - Area 2,No,"BMP Implementation
",Agriculture; Urban Runoff/Stormwater,Implementing a TMDL,"$644,020 ",No,Completed,Will start on 10/01/2017,Will be Completed On 09/30/2022
FL,2018,99451518,FL DEPT OF ENVIRONMENTAL PROTECTION,11,Longdale Septic Tank Abatement,No,"BMP Implementation
",Land Disposal/Storage/Treatment,Implementing a TMDL,"$1,071,420 ",No,On Schedule,Will start on 10/01/2017,Will be Completed On 09/30/2022
FL,2018,99451518,FL DEPT OF ENVIRONMENTAL PROTECTION,12,East Longwood Septic Tank Abatement Phase 1,No,"BMP Implementation
",Land Disposal/Storage/Treatment,Implementing a TMDL,"$557,670 ",No,Completed,Will start on 10/01/2017,Will be Completed On 09/30/2022
FL,2018,99451518,FL DEPT OF ENVIRONMENTAL PROTECTION,13,Florida Department of Health in Duval County Nonpoint Source Septic Tank Enforcement Project,No,"BMP Implementation
Education/Information
",Land Disposal/Storage/Treatment,Implementing a TMDL,"$183,000 ",No,On Schedule,Will start on 10/01/2017,Will be Completed On 09/30/2022
FL,2018,99451518,FL DEPT OF ENVIRONMENTAL PROTECTION,14,Caloosahatchee River- North Fort Myers Nutrient and Bacteria Source Identification Study,No,"Education/Information
Monitoring Design
",,Implementing a TMDL,"$89,964 ",No,On Schedule,Will start on 10/01/2017,Will be Completed On 09/30/2022
FL,2018,99451518,FL DEPT OF ENVIRONMENTAL PROTECTION,16,Ripple Stormwater Water Quality Retrofit Project,No,"BMP Implementation
BMP Effectiveness Monitoring
Education/Information
",Urban Runoff/Stormwater,Implementing a TMDL,"$429,000 ",No,On Schedule,Will start on 10/01/2017,Will be Completed On 09/30/2022
FL,2018,99451518,FL DEPT OF ENVIRONMENTAL PROTECTION,17,City of Tallahassee LID,No,"BMP Implementation
Education/Information
",Urban Runoff/Stormwater,Implementing a TMDL,"$500,000 ",No,On Schedule,Will start on 10/01/2017,Will be Completed On 09/30/2022
FL,2018,99451518,FL DEPT OF ENVIRONMENTAL PROTECTION,18,GSI Maintenance Training Program,Yes,"Education/Information
",Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$19,929 ",No,On Schedule,Will start on 10/01/2017,Will be Completed On 09/30/2022
GA,2018,99445818,GEORGIA DEPARTMENT OF NATURAL RESOURCES,1,GAEPD NonPoint Source Program - Grants Unit Staff,Yes,"NPS State Staff Activities
",,NOT APPLICABLE (NA),"$522,679 ",No,On Schedule,Will start on 07/01/2018,Will be Completed On 06/30/2022
GA,2018,99445818,GEORGIA DEPARTMENT OF NATURAL RESOURCES,2,GAEPD NonPoint Source Program - Outreach Unit,Yes,"NPS State Staff Activities
",,NOT APPLICABLE (NA),"$487,382 ",No,On Schedule,Will start on 07/01/2019,Will be Completed On 06/30/2022
GA,2018,99445818,GEORGIA DEPARTMENT OF NATURAL RESOURCES,3,GAEPD Ambient Monitoring Unit,Yes,"Water Quality Assessment/Monitoring
",,NOT APPLICABLE (NA),"$179,954 ",No,On Schedule,Will start on 10/01/2018,Will be Completed On 09/30/2020
GA,2018,99445818,GEORGIA DEPARTMENT OF NATURAL RESOURCES,4,GAEPD TMDL Modeling Unit,Yes,"Water Quality Assessment/Monitoring
",,Developing a TMDL,$0 ,No,On Schedule,Will start on 07/01/2019,Will be Completed On 06/30/2020
GA,2018,99445818,GEORGIA DEPARTMENT OF NATURAL RESOURCES,5,Creating and Implementing Watershed Management Plans in Accordance with the Agricultural Section of the State Nonpoint Source Plan,Yes,"BMP Design
Watershed Planning
Other Planning
",Agriculture,NOT APPLICABLE (NA),"$400,000 ",No,On Schedule,Will start on 07/08/2019,Will be Completed On 09/30/2022
GA,2018,99445818,GEORGIA DEPARTMENT OF NATURAL RESOURCES,6,Green Infrastructure/Low Impact Development BMPs Implementation in the Vernon River Watershed,No,"BMP Implementation
BMP Effectiveness Monitoring
Education/Information
",Agriculture; Urban Runoff/Stormwater,Implementing a TMDL,"$200,000 ",Yes,On Schedule,Will start on 07/01/2019,Will be Completed On 06/30/2022
GA,2018,99445818,GEORGIA DEPARTMENT OF NATURAL RESOURCES,7,Implementing the WMP for Coosawattee River-Carter's Lake Watershed,No,"BMP Implementation
Education/Information
",Agriculture,Implementing a TMDL,"$200,000 ",Yes,On Schedule,Will start on 08/30/2019,Will be Completed On 06/30/2022
GA,2018,99445818,GEORGIA DEPARTMENT OF NATURAL RESOURCES,8,Implementing the WMP for Chickasawhatchee Creek Watershed,No,"BMP Implementation
Education/Information
",Agriculture,Implementing a TMDL,"$200,000 ",Yes,On Schedule,Will start on 05/01/2019,Will be Completed On 02/28/2023
GA,2018,99445818,GEORGIA DEPARTMENT OF NATURAL RESOURCES,9,Lynn Creek TMDL Implementation Project,No,"BMP Implementation
BMP Effectiveness Monitoring
Education/Information
",Agriculture; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$123,000 ",Yes,Behind Schedule,Will start on 09/24/2019,Will be Completed On 03/31/2022
GA,2018,99445818,GEORGIA DEPARTMENT OF NATURAL RESOURCES,10,Implementation of the Mountain Oak Creek WMP and HWI,No,"BMP Implementation
BMP Effectiveness Monitoring
",Agriculture,Implementing a TMDL,"$144,000 ",No,Completed,Will start on 10/01/2018,Will be Completed On 06/30/2021
GA,2018,99445818,GEORGIA DEPARTMENT OF NATURAL RESOURCES,11,Stream Restoration of North Fork Nancy Creek from I-285 to Murphey Candler Lake (Brookhaven),No,"BMP Implementation
",Urban Runoff/Stormwater,Implementing a TMDL,"$350,000 ",Yes,On Schedule,Will start on 08/01/2019,Will be Completed On 07/31/2022
GA,2018,99445818,GEORGIA DEPARTMENT OF NATURAL RESOURCES,12,Green Infrastructure Projects in Utoy Creek,No,"BMP Implementation
",Urban Runoff/Stormwater,Implementing a TMDL,"$211,000 ",Yes,On Schedule,Will start on 03/01/2020,Will be Completed On 12/31/2022
GA,2018,99445818,GEORGIA DEPARTMENT OF NATURAL RESOURCES,13,WITHDRAWN - Implementation of Spring Creek WMP - Aycocks Creek,No,"BMP Implementation
BMP Effectiveness Monitoring
Education/Information
",Agriculture,NOT APPLICABLE (NA),$0 ,No,Never Initiated,Will start on ,Will be Completed On 
GA,2018,99445818,GEORGIA DEPARTMENT OF NATURAL RESOURCES,14,Phase 2 of Coastal Urban Stormwater BMP Retrofits using GI/LID (Osborne Street),No,"BMP Implementation
BMP Effectiveness Monitoring
",Urban Runoff/Stormwater,Implementing a TMDL,"$103,600 ",Yes,Completed,Will start on 10/30/2018,Will be Completed On 09/30/2021
GA,2018,99445818,GEORGIA DEPARTMENT OF NATURAL RESOURCES,15,Stormwater BMP Installation and Performance Comparison ,No,"BMP Implementation
BMP Effectiveness Monitoring
",Urban Runoff/Stormwater,Implementing a TMDL,"$196,450 ",Yes,On Schedule,Will start on 05/21/2020,Will be Completed On 03/31/2023
GA,2018,99445818,GEORGIA DEPARTMENT OF NATURAL RESOURCES,16,Phase II - Monitoring Infiltration Rates of Coastal Low Impact Development (LID) Practices and Implementing the Coastal Georgia Rain Garden Program,No,"BMP Effectiveness Monitoring
Education/Information
",Agriculture; Silviculture; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$96,008 ",No,On Schedule,Will start on 05/28/2020,Will be Completed On 03/31/2022
GA,2018,99445818,GEORGIA DEPARTMENT OF NATURAL RESOURCES,17,SW GA Water Quality Protection Ed Program,No,,,,$0 ,No,Pending,Will start on ,Will be Completed On 
GA,2018,99445818,GEORGIA DEPARTMENT OF NATURAL RESOURCES,18,CANCELLED - Coastal Hydromodification Project,No,,,,$0 ,No,Never Initiated,Will start on ,Will be Completed On 
GA,2018,99445818,GEORGIA DEPARTMENT OF NATURAL RESOURCES,19,Coosa-North Georgia 303 (d) Listed Streams Prioritization and Analysis,No,"Education/Information
",Agriculture,Implementing a TMDL,"$75,000 ",No,On Schedule,Will start on 10/05/2020,Will be Completed On 06/30/2022
GA,2018,99445818,GEORGIA DEPARTMENT OF NATURAL RESOURCES,20,Chattanooga Creek Watershed Management Plan,No,"Watershed Planning
",,Developing a TMDL implementation plan(s),"$22,500 ",No,On Schedule,Will start on 03/01/2021,Will be Completed On 09/30/2022
HI,2018,96978718,HI DEPT OF HEALTH,4,"Expanding Stream Gulch Restoration Actions in Wahikuli, West Maui",No,"BMP Implementation
BMP Effectiveness Monitoring
Education/Information
",Other NPS Pollution,NOT APPLICABLE (NA),"$47,000 ",Yes,On Schedule,Will start on 11/11/2020,Will be Completed On 11/10/2023
HI,2018,96978718,HI DEPT OF HEALTH,5,He'eia Watershed Ungulate-Exclusion Fencing and Erosion Control,No,"BMP Implementation
BMP Effectiveness Monitoring
Education/Information
",Other NPS Pollution,NOT APPLICABLE (NA),"$210,934 ",Yes,Behind Schedule,Will start on 11/23/2020,Will be Completed On 11/22/2023
HI,2018,96978718,HI DEPT OF HEALTH,6,Operations and Maintenance Plan for Hakioawa Watershed,No,"BMP Implementation
BMP Effectiveness Monitoring
Education/Information
",Historical Pollutants; Other NPS Pollution,NOT APPLICABLE (NA),"$30,000 ",Yes,On Schedule,Will start on 03/29/2021,Will be Completed On 09/30/2022
IA,2018,740425,IOWA DEPARTMENT OF NATURAL RESOURCES,1,NPS Program Administration,Yes,"NPS Grants Administration
Technical Assistance/Technology Transfer
NPS Monitoring
Implementing a Statewide Program (Regulatory or Non-Regulatory)
NPS State Staff Activities
",Agriculture; Urban Runoff/Stormwater,NOT APPLICABLE (NA),$0 ,No,Pending,Will start on 09/14/2018,Will be Completed On 06/30/2023
IA,2018,740425,IOWA DEPARTMENT OF NATURAL RESOURCES,2,NPS Program and Project Technical Assistance,Yes,"BMP Implementation
Technical Assistance/Technology Transfer
NPS Monitoring
Development of WBPs or Acceptable Alternatives
Implementing a Statewide Program (Regulatory or Non-Regulatory)
NPS State Staff Activities
Education/Information
GIS/Modeling
Watershed Planning
Water Quality Assessment/Monitoring
",Agriculture; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$210,157 ",No,Pending,Will start on 06/30/2020,Will be Completed On 06/30/2023
IA,2018,740425,IOWA DEPARTMENT OF NATURAL RESOURCES,3,TMDL Monitoring and Development,Yes,"Technical Assistance/Technology Transfer
NPS Monitoring
Development of TMDLs
NPS State Staff Activities
GIS/Modeling
Watershed Planning
Other Planning
Water Quality Assessment/Monitoring
Monitoring Design
",Agriculture; Urban Runoff/Stormwater,Developing a TMDL implementation plan(s),"$385,752 ",No,Completed,Will start on 08/01/2019,Will be Completed On 06/30/2020
IA,2018,740425,IOWA DEPARTMENT OF NATURAL RESOURCES,4,State Parks and Properties,Yes,"BMP Design
Education/Information
Other Planning
",Agriculture; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$337,115 ",Yes,On Schedule,Will start on 01/01/2019,Will be Completed On 06/30/2023
IA,2018,740425,IOWA DEPARTMENT OF NATURAL RESOURCES,5,9-Element Planning Grants,Yes,"Watershed Planning
",,NOT APPLICABLE (NA),"$132,500 ",No,On Schedule,Will start on 12/13/2018,Will be Completed On 06/30/2023
IA,2018,740425,IOWA DEPARTMENT OF NATURAL RESOURCES,6,Stream Signs in Priority Watersheds,Yes,"Education/Information
",,NOT APPLICABLE (NA),"$60,983 ",No,On Schedule,Will start on 09/17/2019,Will be Completed On 09/30/2022
IA,2018,740425,IOWA DEPARTMENT OF NATURAL RESOURCES,7,319 Project Monitoring,Yes,"BMP Effectiveness Monitoring
319(h) National Monitoring Project
Monitoring Design
",Agriculture; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$70,000 ",No,On Schedule,Will start on 01/15/2019,Will be Completed On 06/30/2023
IA,2018,740425,IOWA DEPARTMENT OF NATURAL RESOURCES,8,Black Hawk Lake,No,"BMP Implementation
",Agriculture,Implementing a TMDL,"$151,850 ",Yes,On Schedule,Will start on 07/01/2019,Will be Completed On 06/30/2022
IA,2018,740425,IOWA DEPARTMENT OF NATURAL RESOURCES,9,"Clear Lake: CLEAR Watershed Project – Phase II, Part II",No,"BMP Implementation
Education/Information
",Urban Runoff/Stormwater,Implementing a TMDL,"$92,845 ",Yes,On Schedule,Will start on 02/19/2019,Will be Completed On 08/31/2022
IA,2018,740425,IOWA DEPARTMENT OF NATURAL RESOURCES,10,Lake Geode NPS Watershed Project (Phase 2 and 3),No,"BMP Implementation
Education/Information
",Agriculture,Implementing a TMDL,$500 ,Yes,Never Initiated,Will start on 05/21/2019,Will be Completed On 08/31/2022
IA,2018,740425,IOWA DEPARTMENT OF NATURAL RESOURCES,11,Silver Creek (Howard),No,"BMP Implementation
Education/Information
",Agriculture; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$461,400 ",Yes,On Schedule,Will start on 09/30/2019,Will be Completed On 06/30/2023
IA,2018,740425,IOWA DEPARTMENT OF NATURAL RESOURCES,12,Dry Run Creek,No,"BMP Implementation
Education/Information
",Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$81,250 ",Yes,Pending,Will start on 05/30/2019,Will be Completed On 06/30/2023
IA,2018,740425,IOWA DEPARTMENT OF NATURAL RESOURCES,13,Rathbun Lake,No,"BMP Implementation
Education/Information
",Agriculture,Developing a TMDL,"$407,706 ",Yes,On Schedule,Will start on 07/16/2019,Will be Completed On 06/30/2023
IA,2018,740425,IOWA DEPARTMENT OF NATURAL RESOURCES,14,Iowa Great Lakes,No,"BMP Implementation
Education/Information
",Agriculture; Urban Runoff/Stormwater,Implementing a TMDL,"$141,292 ",Yes,On Schedule,Will start on 05/21/2019,Will be Completed On 08/31/2020
IA,2018,740425,IOWA DEPARTMENT OF NATURAL RESOURCES,15,NWQI Monitoring,No,"BMP Effectiveness Monitoring
Monitoring Design
",Agriculture,NOT APPLICABLE (NA),"$100,000 ",No,On Schedule,Will start on 07/31/2020,Will be Completed On 06/30/2023
IA,2018,740425,IOWA DEPARTMENT OF NATURAL RESOURCES,16,Palo Alto County Shallow Lakes Watershed Planning,No,"Watershed Planning
",Agriculture; Urban Runoff/Stormwater,Developing a TMDL implementation plan(s),"$75,000 ",No,On Schedule,Will start on 08/01/2019,Will be Completed On 01/31/2021
IA,2018,740425,IOWA DEPARTMENT OF NATURAL RESOURCES,17,Mill Creek Floodplain Restoration,No,"BMP Design
Education/Information
",Agriculture,NOT APPLICABLE (NA),"$95,000 ",Yes,On Schedule,Will start on 09/15/2019,Will be Completed On 09/30/2022
IA,2018,740425,IOWA DEPARTMENT OF NATURAL RESOURCES,18,Big Hollow Lake 9-Element Watershed Based Plan,No,"BMP Design
GIS/Modeling
Watershed Planning
Water Quality Assessment/Monitoring
",,Developing a TMDL,"$42,500 ",No,On Schedule,Will start on 01/01/2020,Will be Completed On 06/30/2022
IA,2018,740425,IOWA DEPARTMENT OF NATURAL RESOURCES,19,Little Paint Creek Floodplain Restoration,No,"BMP Design
Education/Information
Other Planning
",Agriculture; Hydromodification,NOT APPLICABLE (NA),"$55,000 ",Yes,On Schedule,Will start on 03/12/2020,Will be Completed On 11/01/2022
IA,2018,740425,IOWA DEPARTMENT OF NATURAL RESOURCES,20,Loess Hill State Forest Conservation Demonstration Farm Project,No,"Education/Information
Other Planning
",Agriculture,NOT APPLICABLE (NA),"$50,000 ",Yes,On Schedule,Will start on 03/24/2020,Will be Completed On 04/06/2021
IA,2018,740425,IOWA DEPARTMENT OF NATURAL RESOURCES,21,McIntosh Woods State Park Water Quality Improvement Project,No,"Education/Information
Other Planning
",Other NPS Pollution,NOT APPLICABLE (NA),"$105,000 ",Yes,On Schedule,Will start on 07/01/2020,Will be Completed On 06/30/2023
IA,2018,740425,IOWA DEPARTMENT OF NATURAL RESOURCES,22,Volunteer Water Monitoring Support,Yes,"Education/Information
Water Quality Assessment/Monitoring
",Agriculture; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$100,000 ",No,Completed,Will start on 11/01/2019,Will be Completed On 06/30/2021
IA,2018,740425,IOWA DEPARTMENT OF NATURAL RESOURCES,23,Decorah Hatchery Infiltration Basin,No,"Education/Information
",Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$150,000 ",Yes,On Schedule,Will start on 09/30/2020,Will be Completed On 12/31/2021
IA,2018,740425,IOWA DEPARTMENT OF NATURAL RESOURCES,24,Mercer Wetland Restoration Project,No,"BMP Design
",Agriculture,NOT APPLICABLE (NA),"$60,000 ",Yes,On Schedule,Will start on 02/01/2021,Will be Completed On 06/30/2023
IA,2018,740425,IOWA DEPARTMENT OF NATURAL RESOURCES,25,Cedar Wapsi Wetland Restoration,No,"Other Planning
",Agriculture; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$88,150 ",Yes,On Schedule,Will start on 07/01/2021,Will be Completed On 06/30/2023
IA,2018,740425,IOWA DEPARTMENT OF NATURAL RESOURCES,26,Lake Ahquabi State Park Oak Savanna Restoration,No,"Other Planning
",Agriculture; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$80,000 ",Yes,On Schedule,Will start on 04/01/2021,Will be Completed On 06/30/2023
IA,2018,740425,IOWA DEPARTMENT OF NATURAL RESOURCES,27,Red Haw State Park Wetland Restoration,No,"Other Planning
",Agriculture; Urban Runoff/Stormwater,NOT APPLICABLE (NA),"$100,000 ",Yes,On Schedule,Will start on 07/01/2021,Will be Completed On 06/30/2023
IA,2018,98712410,IOWA DEPARTMENT OF NATURAL RESOURCES,1,Grand River Erosion Control,No,"BMP Design
Education/Information
",Other NPS Pollution,NOT APPLICABLE (NA),"$100,000 ",Yes,,Will start on 01/01/2022,Will be Completed On 06/30/2023
ID,2018,45018,ID DEPT. OF ENVIRONMENTAL QUALITY,1,Teton Creek Restoration Project Phase IV - Part 2,No,"BMP Implementation
",Hydromodification,Implementing a TMDL,"$77,975 ",Yes,Completed,Will start on 07/01/2019,Will be Completed On 06/30/2022
